"Species Name 
 Wilson & Reeder 2005"	Diet
Hypsugo_joffrei	?
Hypsugo_kitcheneri	?
Hypsugo_lophurus	?
Hypsugo_macrotis	?
Hypsugo_musciculus	?
Hypsugo_pulveratus	?
Hypsugo_savii	Carnivore
Hypsugo_vordermanni	?
Hystrix_africaeaustralis	Herbivore
Hystrix_brachyura	Herbivore
Hystrix_crassispinis	?
Hystrix_cristata	Omnivore
Hystrix_indica	?
Hystrix_javanica	?
Hystrix_pumila	?
Hystrix_sumatrae	?
Ia_io	?
Ichneumia_albicauda	?
Ichthyomys_hydrobates	Carnivore
Ichthyomys_pittieri	Carnivore
Ichthyomys_stolzmanni	Carnivore
Ichthyomys_tweedii	Carnivore
Ictonyx_libyca	?
Ictonyx_striatus	Carnivore
Idionycteris_phyllotis	Carnivore
Idiurus_macrotis	?
Idiurus_zenkeri	Herbivore
Indopacetus_pacificus	?
Indri_indri	Herbivore
Inia_geoffrensis	Carnivore
Iomys_horsfieldii	?
Iomys_sipora	?
Irenomys_tarsalis	Herbivore
Isolobodon_portoricensis	?
Isoodon_auratus	Omnivore
Isoodon_macrourus	Omnivore
Isoodon_obesulus	?
Isothrix_bistriata	?
Isothrix_negrensis	?
Isothrix_pagurus	?
Isthmomys_flavidus	?
Isthmomys_pirrensis	?
Jaculus_blanfordi	?
Jaculus_jaculus	?
Jaculus_orientalis	?
Juliomys_pictipes	?
Juscelinomys_candango	?
Kadarsanomys_sodyi	?
Kannabateomys_amblyonyx	Herbivore
Kerivoula_agnella	?
Kerivoula_argentata	?
Kerivoula_cuprosa	?
Kerivoula_eriophora	?
Kerivoula_flora	?
Kerivoula_hardwickii	?
Kerivoula_intermedia	?
Kerivoula_lanosa	?
Kerivoula_lenis	?
Kerivoula_minuta	?
Kerivoula_muscina	?
Kerivoula_myrella	?
Kerivoula_papillosa	?
Kerivoula_pellucida	?
Kerivoula_phalaena	?
Kerivoula_picta	?
Kerivoula_smithii	?
Kerivoula_whiteheadi	?
Kerodon_rupestris	?
Kobus_ellipsiprymnus	Herbivore
Kobus_kob	Herbivore
Kobus_leche	Herbivore
Kobus_megaceros	Herbivore
Kobus_vardonii	Herbivore
Kogia_breviceps	Carnivore
Kogia_sima	Carnivore
Komodomys_rintjanus	?
Kunsia_fronto	?
Kunsia_tomentosus	?
Laephotis_angolensis	?
Laephotis_botswanae	?
Laephotis_namibensis	?
Laephotis_wintoni	Carnivore
Lagenodelphis_hosei	Carnivore
Lagenorhynchus_acutus	Carnivore
Lagenorhynchus_albirostris	Carnivore
Lagenorhynchus_australis	Carnivore
Lagenorhynchus_cruciger	Carnivore
Lagenorhynchus_obliquidens	Carnivore
Lagenorhynchus_obscurus	Carnivore
Lagidium_peruanum	?
Lagidium_viscacia	?
Lagidium_wolffsohni	?
Lagorchestes_conspicillatus	Herbivore
Lagorchestes_hirsutus	Herbivore
Lagostomus_maximus	Herbivore
Lagostrophus_fasciatus	Herbivore
Lagothrix_cana	?
Lagothrix_lagotricha	Omnivore
Lagothrix_lugens	?
Lagothrix_poeppigii	?
Lagurus_lagurus	?
Lama_glama	Herbivore
Lamottemys_okuensis	?
Lampronycteris_brachyotis	Omnivore
Lariscus_hosei	?
Lariscus_insignis	Omnivore
Lariscus_niobe	?
Lariscus_obscurus	?
Lasionycteris_noctivagans	Carnivore
Lasiopodomys_brandtii	Herbivore
Lasiopodomys_fuscus	?
Lasiopodomys_mandarinus	?
Lasiorhinus_krefftii	Herbivore
Lasiorhinus_latifrons	Herbivore
Lasiurus_blossevillii	?
Lasiurus_borealis	Carnivore
Lasiurus_castaneus	?
Lasiurus_cinereus	Carnivore
Lasiurus_degelidus	?
Lasiurus_ega	Carnivore
Lasiurus_egregius	?
Lasiurus_insularis	?
Lasiurus_intermedius	Carnivore
Lasiurus_minor	?
Lasiurus_pfeifferi	?
Lasiurus_salinae	?
Lasiurus_seminolus	Carnivore
Lasiurus_varius	?
Lasiurus_xanthinus	?
Latidens_salimalii	?
Lavia_frons	Carnivore
Leggadina_forresti	Omnivore
Leggadina_lakedownensis	Omnivore
Leimacomys_buettneri	?
Lemmiscus_curtatus	Herbivore
Lemmus_amurensis	?
Lemmus_lemmus	?
Lemmus_portenkoi	?
Lemmus_sibiricus	Herbivore
Lemmus_trimucronatus	?
Lemniscomys_barbarus	?
Lemniscomys_bellieri	?
Lemniscomys_griselda	?
Lemniscomys_hoogstraali	?
Lemniscomys_linulus	?
Lemniscomys_macculus	?
Lemniscomys_mittendorfi	?
Lemniscomys_rosalia	Herbivore
Lemniscomys_roseveari	?
Lemniscomys_striatus	?
Lemniscomys_zebra	?
Lemur_catta	Herbivore
Lenomys_meyeri	?
Lenothrix_canus	?
Lenoxus_apicalis	?
Leontopithecus_caissara	?
Leontopithecus_chrysomelas	Omnivore
Leontopithecus_chrysopygus	?
Leontopithecus_rosalia	Omnivore
Leopardus_braccatus	?
Leopardus_colocolo	?
Leopardus_geoffroyi	Carnivore
Leopardus_guigna	?
Leopardus_jacobitus	?
Leopardus_pajeros	?
Leopardus_pardalis	Carnivore
Leopardus_tigrinus	?
Leopardus_wiedii	Carnivore
Leopoldamys_ciliatus	?
Leopoldamys_edwardsi	?
Leopoldamys_milleti	?
Leopoldamys_neilli	?
Leopoldamys_sabanus	?
Leopoldamys_siporanus	?
Lepilemur_ankaranensis	?
Lepilemur_dorsalis	?
Lepilemur_edwardsi	?
Lepilemur_leucopus	Herbivore
Lepilemur_microdon	?
Lepilemur_mustelinus	Herbivore
Lepilemur_ruficaudatus	Herbivore
Lepilemur_septentrionalis	?
Leporillus_conditor	Herbivore
Leptailurus_serval	?
Leptomys_elegans	?
Leptomys_ernstmayri	?
Leptomys_signatus	?
Leptonychotes_weddellii	Carnivore
Leptonycteris_curasoae	Herbivore
Leptonycteris_nivalis	Omnivore
Leptonycteris_yerbabuenae	?
Lepus_alleni	Herbivore
Lepus_americanus	Herbivore
Lepus_arcticus	Herbivore
Lepus_brachyurus	?
Lepus_californicus	Herbivore
Lepus_callotis	Herbivore
Lepus_capensis	Herbivore
Lepus_castroviejoi	?
Lepus_comus	?
Lepus_coreanus	?
Lepus_corsicanus	?
Lepus_europaeus	Herbivore
Lepus_fagani	?
Lepus_flavigularis	Herbivore
Lepus_granatensis	?
Lepus_habessinicus	?
Lepus_hainanus	?
Lepus_insularis	?
Lepus_mandshuricus	?
Lepus_microtis	Herbivore
Lepus_nigricollis	?
Lepus_oiostolus	?
Lepus_othus	Herbivore
Lepus_peguensis	?
Lepus_saxatilis	Herbivore
Lepus_sinensis	?
Lepus_starcki	?
Lepus_tibetanus	?
Lepus_timidus	Herbivore
Lepus_tolai	?
Lepus_townsendii	Herbivore
Lepus_yarkandensis	?
Lestodelphys_halli	?
Lestoros_inca	?
Liberiictis_kuhni	Carnivore
Lichonycteris_obscura	?
Limnogale_mergulus	Carnivore
Limnomys_sibuanus	?
Liomys_adspersus	Omnivore
Liomys_irroratus	?
Liomys_pictus	Omnivore
Liomys_salvini	Omnivore
Liomys_spectabilis	?
Lionycteris_spurrelli	Herbivore
Lipotes_vexillifer	?
Lissodelphis_borealis	Carnivore
Lissodelphis_peronii	Carnivore
Lissonycteris_angolensis	Herbivore
Litocranius_walleri	Herbivore
Lobodon_carcinophaga	?
Lonchophylla_bokermanni	?
Lonchophylla_dekeyseri	?
Lonchophylla_handleyi	?
Lonchophylla_hesperia	?
Lonchophylla_mordax	?
Lonchophylla_robusta	?
Lonchophylla_thomasi	?
Lonchorhina_aurita	Carnivore
Lonchorhina_fernandezi	?
Lonchorhina_marinkellei	Carnivore
Lonchorhina_orinocensis	?
Lonchothrix_emiliae	?
Lontra_canadensis	Carnivore
Lontra_felina	Carnivore
Lontra_longicaudis	Carnivore
Lontra_provocax	Carnivore
Lophiomys_imhausi	Omnivore
Lophocebus_albigena	?
Lophocebus_aterrimus	?
Lophocebus_opdenboschi	?
Lophostoma_brasiliense	?
Lophostoma_carrikeri	Carnivore
Lophostoma_evotis	Carnivore
Lophostoma_schulzi	?
Lophostoma_silvicolum	Omnivore
Lophuromys_ansorgei	?
Lophuromys_aquilus	?
Lophuromys_brevicaudus	?
Lophuromys_brunneus	?
Lophuromys_chrysopus	?
Lophuromys_eisentrauti	?
Lophuromys_flavopunctatus	?
Lophuromys_luteogaster	?
Lophuromys_medicaudatus	?
Lophuromys_melanonyx	?
Lophuromys_nudicaudus	?
Lophuromys_rahmi	?
Lophuromys_sikapusi	Carnivore
Lophuromys_woosnami	?
Lophuromys_zena	?
Lorentzimys_nouhuysi	?
Loris_lydekkerianus	?
Loris_tardigradus	Omnivore
Loxodonta_africana	Herbivore
Loxodonta_cyclotis	?
Loxodontomys_micropus	?
Lundomys_molitor	?
Lutra_lutra	?
Lutra_nippon	?
Lutra_sumatrana	?
Lutreolina_crassicaudata	?
Lutrogale_perspicillata	?
Lycalopex_culpaeus	Omnivore
Lycalopex_fulvipes	?
Lycalopex_griseus	?
Lycalopex_gymnocercus	Omnivore
Lycalopex_sechurae	?
Lycalopex_vetulus	Omnivore
Lycaon_pictus	Carnivore
Lyncodon_patagonicus	?
Lynx_canadensis	Carnivore
Lynx_lynx	?
Lynx_pardinus	Carnivore
Lynx_rufus	Carnivore
Macaca_arctoides	Omnivore
Macaca_assamensis	Omnivore
Macaca_cyclopis	Omnivore
Macaca_fascicularis	Herbivore
Macaca_fuscata	Omnivore
Macaca_hecki	?
Macaca_leonina	?
Macaca_maura	Omnivore
Macaca_mulatta	Omnivore
Macaca_nemestrina	Omnivore
Macaca_nigra	?
Macaca_nigrescens	?
Macaca_ochreata	?
Macaca_pagensis	?
Macaca_radiata	Omnivore
Macaca_silenus	Omnivore
Macaca_sinica	Omnivore
Macaca_sylvanus	Omnivore
Macaca_thibetana	?
Macaca_tonkeana	?
Macroderma_gigas	Carnivore
Macrogalidia_musschenbroekii	?
Macroglossus_minimus	Omnivore
Macroglossus_sobrinus	?
Macrophyllum_macrophyllum	Carnivore
Macropus_agilis	Herbivore
Macropus_antilopinus	Herbivore
Macropus_bernardus	Herbivore
Macropus_dorsalis	Herbivore
Macropus_eugenii	Herbivore
Macropus_fuliginosus	Herbivore
Macropus_giganteus	Herbivore
Macropus_irma	Herbivore
Macropus_parma	Herbivore
Macropus_parryi	Herbivore
Macropus_robustus	Herbivore
Macropus_rufogriseus	Herbivore
Macropus_rufus	Herbivore
Macroscelides_proboscideus	Omnivore
Macrotarsomys_bastardi	?
Macrotarsomys_ingens	?
Macrotis_lagotis	Omnivore
Macrotus_californicus	?
Macrotus_waterhousii	?
Macruromys_elegans	?
Macruromys_major	?
Madoqua_guentheri	Herbivore
Madoqua_kirkii	Herbivore
Madoqua_piacentinii	Herbivore
Madoqua_saltiana	Herbivore
Madromys_blanfordi	?
Makalata_didelphoides	Herbivore
Makalata_grandis	?
Makalata_macrura	?
Makalata_obscura	?
Makalata_occasius	?
Makalata_rhipidura	?
Malacomys_cansdalei	?
Malacomys_edwardsi	?
Malacomys_longipes	Herbivore
Malacothrix_typica	Herbivore
Mallomys_aroaensis	?
Mallomys_gunung	?
Mallomys_istapantap	?
Mallomys_rothschildi	?
Mammelomys_lanosus	?
Mammelomys_rattoides	?
Mandrillus_leucophaeus	Omnivore
Mandrillus_sphinx	Omnivore
Manis_crassicaudata	Carnivore
Manis_culionensis	?
Manis_gigantea	?
Manis_javanica	?
Manis_pentadactyla	Carnivore
Manis_temminckii	Carnivore
Manis_tetradactyla	?
Manis_tricuspis	?
Margaretamys_beccarii	?
Margaretamys_elegans	?
Margaretamys_parvus	?
Marmosa_andersoni	?
Marmosa_lepida	?
Marmosa_mexicana	Omnivore
Marmosa_murina	Omnivore
Marmosa_quichua	?
Marmosa_robinsoni	Omnivore
Marmosa_rubra	?
Marmosa_tyleriana	?
Marmosa_xerophila	?
Marmosops_bishopi	?
Marmosops_cracens	?
Marmosops_dorothea	?
Marmosops_fuscatus	?
Marmosops_handleyi	?
Marmosops_impavidus	?
Marmosops_incanus	Omnivore
Marmosops_invictus	?
Marmosops_juninensis	?
Marmosops_neblina	?
Marmosops_noctivagus	?
Marmosops_parvidens	?
Marmosops_paulensis	?
Marmosops_pinheiroi	?
Marmota_baibacina	?
Marmota_bobak	?
Marmota_broweri	?
Marmota_caligata	?
Marmota_camtschatica	?
Marmota_caudata	?
Marmota_flaviventris	Herbivore
Marmota_himalayana	?
Marmota_marmota	?
Marmota_menzbieri	?
Marmota_monax	Omnivore
Marmota_olympus	Herbivore
Marmota_sibirica	?
Marmota_vancouverensis	?
Martes_americana	Carnivore
Martes_flavigula	?
Martes_foina	Omnivore
Martes_gwatkinsii	?
Martes_martes	Omnivore
Martes_melampus	?
Martes_pennanti	Carnivore
Martes_zibellina	?
Massoutiera_mzabi	Herbivore
Mastacomys_fuscus	?
Mastomys_coucha	?
Mastomys_erythroleucus	?
Mastomys_huberti	?
Mastomys_kollmannspergeri	?
Mastomys_natalensis	Herbivore
Mastomys_pernanus	?
Mastomys_shortridgei	?
Maxomys_alticola	Carnivore
Maxomys_baeodon	?
Maxomys_bartelsii	?
Maxomys_dollmani	?
Maxomys_hellwaldii	?
Maxomys_hylomyoides	?
Maxomys_inas	?
Maxomys_inflatus	?
Maxomys_moi	?
Maxomys_musschenbroekii	?
Maxomys_ochraceiventer	?
Maxomys_pagensis	?
Maxomys_panglima	?
Maxomys_rajah	?
Maxomys_surifer	?
Maxomys_wattsi	?
Maxomys_whiteheadi	Carnivore
Mazama_americana	Herbivore
Mazama_bricenii	Herbivore
Mazama_chunyi	Herbivore
Mazama_gouazoubira	Herbivore
Mazama_nana	Herbivore
Mazama_pandora	?
Mazama_rufina	Herbivore
Mazama_temama	?
Megadendromus_nikolausi	?
Megaderma_lyra	Carnivore
Megaderma_spasma	Carnivore
Megadontomys_cryophilus	?
Megadontomys_nelsoni	?
Megadontomys_thomasi	?
Megaerops_ecaudatus	?
Megaerops_kusnotoi	?
Megaerops_niphanae	?
Megaerops_wetmorei	?
Megaloglossus_woermanni	?
Megaptera_novaeangliae	Carnivore
Megasorex_gigas	?
Melanomys_caliginosus	Omnivore
Melanomys_robustulus	?
Melanomys_zunigae	?
Melasmothrix_naso	?
Meles_anakuma	?
Meles_leucurus	?
Meles_meles	Omnivore
Mellivora_capensis	Omnivore
Melogale_everetti	?
Melogale_moschata	Omnivore
Melogale_orientalis	?
Melogale_personata	?
Melomys_aerosus	?
Melomys_arcium	?
Melomys_bougainville	?
Melomys_burtoni	?
Melomys_capensis	?
Melomys_caurinus	?
Melomys_cervinipes	?
Melomys_dollmani	?
Melomys_fraterculus	?
Melomys_frigicola	?
Melomys_fulgens	?
Melomys_leucogaster	?
Melomys_lutillus	?
Melomys_obiensis	?
Melomys_rubicola	?
Melomys_rufescens	?
Melomys_spechti	?
Melomys_talaudium	?
Melonycteris_melanops	Herbivore
Melonycteris_woodfordi	Herbivore
Melursus_ursinus	Omnivore
Menetes_berdmorei	?
Mephitis_macroura	Omnivore
Mephitis_mephitis	Omnivore
Meriones_arimalius	?
Meriones_chengi	?
Meriones_crassus	Omnivore
Meriones_dahli	?
Meriones_grandis	?
Meriones_hurrianae	Omnivore
Meriones_libycus	Herbivore
Meriones_meridianus	Omnivore
Meriones_persicus	Omnivore
Meriones_rex	?
Meriones_sacramenti	?
Meriones_shawi	Herbivore
Meriones_tamariscinus	Omnivore
Meriones_tristrami	?
Meriones_unguiculatus	Herbivore
Meriones_vinogradovi	?
Meriones_zarudnyi	?
Mesechinus_dauuricus	?
Mesechinus_hughi	?
Mesembriomys_gouldii	?
Mesembriomys_macrurus	?
Mesocapromys_angelcabrerai	?
Mesocapromys_auritus	?
Mesocapromys_melanurus	?
Mesocapromys_nanus	?
Mesocapromys_sanfelipensis	?
Mesocricetus_auratus	?
Mesocricetus_brandti	?
Mesocricetus_newtoni	?
Mesocricetus_raddei	?
Mesomys_hispidus	Omnivore
Mesomys_leniceps	?
Mesomys_stimulax	?
Mesophylla_macconnelli	Herbivore
Mesoplodon_bidens	Carnivore
Mesoplodon_bowdoini	?
Mesoplodon_carlhubbsi	Carnivore
Mesoplodon_densirostris	Carnivore
Mesoplodon_europaeus	Carnivore
Mesoplodon_ginkgodens	?
Mesoplodon_grayi	Carnivore
Mesoplodon_hectori	Carnivore
Mesoplodon_layardii	Carnivore
Mesoplodon_mirus	Carnivore
Mesoplodon_peruvianus	?
Mesoplodon_stejnegeri	Carnivore
Mesoplodon_traversii	?
Metachirus_nudicaudatus	?
Micaelamys_granti	?
Micaelamys_namaquensis	Herbivore
Micoureus_alstoni	?
Micoureus_constantiae	?
Micoureus_demerarae	Omnivore
Micoureus_paraguayanus	?
Micoureus_phaeus	?
Micoureus_regina	?
Microcavia_australis	Herbivore
Microcavia_niata	?
Microcavia_shiptoni	?
Microcebus_griseorufus	?
Microcebus_murinus	Omnivore
Microcebus_myoxinus	?
Microcebus_rufus	?
Microdillus_peeli	?
Microdipodops_megacephalus	Omnivore
Microdipodops_pallidus	Omnivore
Microgale_brevicaudata	?
Microgale_cowani	?
Microgale_dobsoni	?
Microgale_drouhardi	?
Microgale_dryas	?
Microgale_gracilis	?
Microgale_longicaudata	?
Microgale_parvula	?
Microgale_principula	?
Microgale_pusilla	?
Microgale_taiva	?
Microgale_talazaci	?
Microgale_thomasi	?
Microhydromys_musseri	?
Microhydromys_richardsoni	?
Micromurexia_habbema	?
Micromys_minutus	?
Micronycteris_hirsuta	?
Micronycteris_homezi	?
Micronycteris_megalotis	Omnivore
Micronycteris_microtis	?
Micronycteris_minuta	Omnivore
Micronycteris_schmidtorum	Carnivore
Microperoryctes_longicauda	?
Microperoryctes_murina	?
Microperoryctes_papuensis	?
Micropotamogale_lamottei	?
Micropotamogale_ruwenzorii	?
Micropteropus_intermedius	?
Micropteropus_pusillus	Herbivore
Microryzomys_altissimus	?
Microryzomys_minutus	?
Microsciurus_alfari	Omnivore
Microsciurus_flaviventer	Omnivore
Microsciurus_mimulus	?
Microsciurus_santanderensis	?
Microtus_abbreviatus	?
Microtus_agrestis	Herbivore
Microtus_arvalis	Herbivore
Microtus_bavaricus	?
Microtus_brachycercus	?
Microtus_breweri	Herbivore
Microtus_cabrerae	?
Microtus_californicus	?
Microtus_canicaudus	?
Microtus_chrotorrhinus	Herbivore
Microtus_clarkei	?
Microtus_daghestanicus	?
Microtus_duodecimcostatus	?
Microtus_evoronensis	?
Microtus_felteni	?
Microtus_fortis	?
Microtus_gerbei	?
Microtus_gregalis	?
Microtus_guatemalensis	?
Microtus_guentheri	?
Microtus_ilaeus	?
Microtus_irani	?
Microtus_kikuchii	?
Microtus_levis	?
Microtus_liechtensteini	?
Microtus_limnophilus	?
Microtus_longicaudus	Herbivore
Microtus_lusitanicus	?
Microtus_majori	?
Microtus_maximowiczii	?
Microtus_mexicanus	?
Microtus_middendorffii	?
Microtus_miurus	?
Microtus_mongolicus	?
Microtus_montanus	Herbivore
Microtus_montebelli	?
Microtus_mujanensis	?
Microtus_multiplex	Herbivore
Microtus_oaxacensis	Herbivore
Microtus_ochrogaster	Omnivore
Microtus_oeconomus	?
Microtus_oregoni	Herbivore
Microtus_paradoxus	?
Microtus_pennsylvanicus	Omnivore
Microtus_pinetorum	Herbivore
Microtus_quasiater	?
Microtus_richardsoni	Omnivore
Microtus_sachalinensis	?
Microtus_savii	?
Microtus_schelkovnikovi	?
Microtus_schidlovskii	?
Microtus_socialis	Herbivore
Microtus_subterraneus	?
Microtus_tatricus	?
Microtus_thomasi	?
Microtus_townsendii	Herbivore
Microtus_transcaspicus	?
Microtus_umbrosus	?
Microtus_xanthognathus	Herbivore
Millardia_gleadowi	?
Millardia_kathleenae	?
Millardia_kondana	?
Millardia_meltada	?
Mimetillus_moloneyi	Carnivore
Mimon_bennettii	Omnivore
Mimon_cozumelae	?
Mimon_crenulatum	Carnivore
Mimon_koepckeae	?
Miniopterus_africanus	?
Miniopterus_australis	Carnivore
Miniopterus_fraterculus	?
Miniopterus_fuscus	Carnivore
Miniopterus_inflatus	?
Miniopterus_macrocneme	?
Miniopterus_magnater	Carnivore
Miniopterus_majori	?
Miniopterus_manavi	?
Miniopterus_medius	?
Miniopterus_minor	?
Miniopterus_natalensis	?
Miniopterus_paululus	?
Miniopterus_pusillus	Carnivore
Miniopterus_robustior	?
Miniopterus_schreibersii	Carnivore
Miniopterus_shortridgei	?
Miniopterus_tristis	Carnivore
Miopithecus_talapoin	Omnivore
Mirounga_angustirostris	Carnivore
Mirounga_leonina	?
Mirza_coquereli	Omnivore
Mogera_imaizumii	?
Mogera_insularis	?
Mogera_tokudae	?
Mogera_uchidai	?
Mogera_wogura	?
Molossops_aequatorianus	?
Molossops_mattogrossensis	Carnivore
Molossops_neglectus	?
Molossops_temminckii	Carnivore
Molossus_aztecus	?
Molossus_barnesi	?
Molossus_coibensis	?
Molossus_currentium	Carnivore
Molossus_molossus	Carnivore
Molossus_pretiosus	Carnivore
Molossus_rufus	Carnivore
Molossus_sinaloae	Carnivore
Monachus_monachus	Carnivore
Monachus_schauinslandi	Carnivore
Monodelphis_adusta	?
Monodelphis_americana	?
Monodelphis_brevicaudata	?
Monodelphis_dimidiata	?
Monodelphis_domestica	Omnivore
Monodelphis_emiliae	?
Monodelphis_glirina	?
Monodelphis_iheringi	?
Monodelphis_kunsi	?
Monodelphis_maraxina	?
Monodelphis_osgoodi	?
Monodelphis_palliolata	?
Monodelphis_rubida	?
Monodelphis_scalops	?
Monodelphis_sorex	?
Monodelphis_theresa	?
Monodelphis_umbristriata	?
Monodelphis_unistriata	?
Monodon_monoceros	Carnivore
Monophyllus_plethodon	?
Monophyllus_redmani	Omnivore
Mops_brachypterus	?
Mops_condylurus	Carnivore
Mops_congicus	?
Mops_demonstrator	?
Mops_leucostigma	?
Mops_midas	Carnivore
Mops_mops	?
Mops_nanulus	?
Mops_niangarae	?
Mops_niveiventer	?
Mops_petersoni	?
Mops_sarasinorum	?
Mops_spurrelli	?
Mops_thersites	?
Mops_trevori	?
Mormoops_blainvillei	Carnivore
Mormoops_megalophylla	Carnivore
Mormopterus_acetabulosus	?
Mormopterus_beccarii	Carnivore
Mormopterus_doriae	?
Mormopterus_jugularis	?
Mormopterus_kalinowskii	?
Mormopterus_loriae	?
Mormopterus_minutus	?
Mormopterus_norfolkensis	?
Mormopterus_phrudus	?
Mormopterus_planiceps	Carnivore
Moschiola_meminna	Herbivore
Moschus_anhuiensis	?
Moschus_berezovskii	?
Moschus_chrysogaster	Herbivore
Moschus_cupreus	?
Moschus_fuscus	Herbivore
Moschus_leucogaster	?
Moschus_moschiferus	Herbivore
Mosia_nigrescens	Carnivore
Mungos_gambianus	?
Mungos_mungo	?
Mungotictis_decemlineata	?
Muntiacus_atherodes	Herbivore
Muntiacus_crinifrons	Herbivore
Muntiacus_feae	Herbivore
Muntiacus_gongshanensis	?
Muntiacus_muntjak	Herbivore
Muntiacus_reevesi	Herbivore
Muntiacus_rooseveltorum	?
Murexechinus_melanurus	?
Murexia_longicaudata	?
Muriculus_imberbis	?
Murina_aenea	?
Murina_aurata	?
Murina_cyclotis	?
Murina_florium	Carnivore
Murina_fusca	?
Murina_grisea	?
Murina_hilgendorfi	?
Murina_huttoni	?
Murina_leucogaster	?
Murina_puta	?
Murina_rozendaali	?
Murina_silvatica	?
Murina_suilla	?
Murina_tenebrosa	?
Murina_tubinaris	?
Murina_ussuriensis	?
Mus_baoulei	?
Mus_booduga	?
Mus_bufo	?
Mus_callewaerti	?
Mus_caroli	?
Mus_cervicolor	?
Mus_cookii	?
Mus_crociduroides	?
Mus_famulus	?
Mus_fernandoni	?
Mus_goundae	?
Mus_haussa	?
Mus_indutus	?
Mus_macedonicus	?
Mus_mahomet	?
Mus_mattheyi	?
Mus_mayori	?
Mus_minutoides	Omnivore
Mus_musculoides	?
Mus_musculus	Omnivore
Mus_neavei	?
Mus_orangiae	?
Mus_oubanguii	?
Mus_pahari	?
Mus_phillipsi	?
Mus_platythrix	?
Mus_saxicola	?
Mus_setulosus	Herbivore
Mus_setzeri	?
Mus_shortridgei	?
Mus_sorella	?
Mus_spicilegus	?
Mus_spretus	?
Mus_tenellus	?
Mus_terricolor	?
Mus_triton	?
Mus_vulcani	?
Muscardinus_avellanarius	Omnivore
Musonycteris_harrisoni	Herbivore
Mustela_africana	?
Mustela_altaica	?
Mustela_erminea	Carnivore
Mustela_eversmanii	?
Mustela_felipei	?
Mustela_frenata	?
Mustela_itatsi	?
Mustela_kathiah	?
Mustela_lutreola	?
Mustela_lutreolina	Carnivore
Mustela_nigripes	?
Mustela_nivalis	Carnivore
Mustela_nudipes	?
Mustela_putorius	Carnivore
Mustela_sibirica	?
Mustela_strigidorsa	?
Mustela_subpalmata	?
Mydaus_javanensis	?
Mydaus_marchei	?
Mylomys_dybowskii	Herbivore
Mylomys_rex	?
Myocastor_coypus	Herbivore
Myodes_andersoni	?
Myodes_californicus	Herbivore
Myodes_centralis	?
Myodes_gapperi	Omnivore
Myodes_glareolus	?
Myodes_imaizumii	?
Myodes_regulus	?
Myodes_rex	?
Myodes_rufocanus	Herbivore
Myodes_rutilus	Herbivore
Myodes_shanseius	?
Myodes_smithii	?
Myoictis_melas	?
Myoictis_wallacii	?
Myomimus_personatus	?
Myomimus_roachi	?
Myomimus_setzeri	?
Myomyscus_angolensis	?
Myomyscus_brockmani	?
Myomyscus_verreauxii	?
Myomyscus_yemeni	?
Myonycteris_brachycephala	?
Myonycteris_relicta	?
Myonycteris_torquata	?
Myoprocta_acouchy	Herbivore
Myoprocta_pratti	?
Myopterus_daubentonii	?
Myopterus_whitleyi	?
Myopus_schisticolor	?
Myosciurus_pumilio	Omnivore
Myosorex_babaulti	?
Myosorex_blarina	?
Myosorex_cafer	Omnivore
Myosorex_eisentrauti	?
Myosorex_geata	?
Myosorex_longicaudatus	?
Myosorex_okuensis	?
Myosorex_rumpii	?
Myosorex_schalleri	?
Myosorex_sclateri	?
Myosorex_tenuis	?
Myosorex_varius	Carnivore
Myospalax_aspalax	?
Myospalax_myospalax	?
Myospalax_psilurus	?
Myotis_abei	?
Myotis_adversus	Carnivore
Myotis_aelleni	?
Myotis_albescens	Carnivore
Myotis_altarium	?
Myotis_anjouanensis	?
Myotis_annectans	?
Myotis_atacamensis	?
Myotis_ater	?
Myotis_auriculus	Carnivore
Myotis_australis	?
Myotis_austroriparius	?
Myotis_bechsteinii	Carnivore
Myotis_blythii	Carnivore
Myotis_bocagii	?
Myotis_bombinus	?
Myotis_brandtii	?
Myotis_bucharensis	?
Myotis_californicus	Carnivore
Myotis_capaccinii	Carnivore
Myotis_chiloensis	?
Myotis_chinensis	?
Myotis_ciliolabrum	?
Myotis_cobanensis	?
Myotis_dasycneme	?
Myotis_daubentonii	Carnivore
Myotis_davidii	?
Myotis_dominicensis	?
Myotis_elegans	?
Myotis_emarginatus	Carnivore
Myotis_evotis	Carnivore
Myotis_fimbriatus	?
Myotis_findleyi	?
Myotis_formosus	?
Myotis_fortidens	?
Myotis_frater	?
Myotis_goudoti	?
Myotis_grisescens	Carnivore
Myotis_hajastanicus	?
Myotis_hasseltii	?
Myotis_hermani	?
Myotis_horsfieldii	?
Myotis_hosonoi	?
Myotis_ikonnikovi	?
Myotis_insularum	?
Myotis_keaysi	?
Myotis_keenii	Carnivore
Myotis_laniger	?
Myotis_leibii	Carnivore
Myotis_levis	?
Myotis_longipes	?
Myotis_lucifugus	Carnivore
Myotis_macrodactylus	?
Myotis_macropus	?
Myotis_macrotarsus	?
Myotis_martiniquensis	?
Myotis_melanorhinus	?
Myotis_moluccarum	?
Myotis_montivagus	?
Myotis_morrisi	?
Myotis_muricola	?
Myotis_myotis	Carnivore
Myotis_mystacinus	Carnivore
Myotis_nattereri	Carnivore
Myotis_nesopolus	?
Myotis_nigricans	Carnivore
